Frame,Exercise,Elbow_Angle,Shoulder_Angle,Hip_Angle,Knee_Angle,Form,ML_Prediction,Confidence_Pct,Reps,Issues
453,Bicep_curls,76.9,2.9,179.8,171.7,Good,Good,87.1,3,
454,Bicep_curls,63.4,1.6,179.6,172.8,Good,Good,87.6,3,
455,Bicep_curls,56.0,1.1,179.3,172.3,Good,Good,82.6,3,
456,Bicep_curls,50.4,0.7,178.9,172.2,Good,Good,79.8,3,
457,Bicep_curls,45.4,0.5,179.3,169.7,Good,Good,74.8,3,
458,Bicep_curls,40.8,0.5,180.0,168.0,Good,Good,69.5,3,
459,Bicep_curls,37.4,0.8,180.0,168.4,Good,Bad,64.0,3,
460,Bicep_curls,35.3,1.0,179.4,169.3,Good,Bad,58.8,3,
461,Bicep_curls,34.5,1.1,179.4,168.7,Good,Bad,53.7,3,
462,Bicep_curls,34.3,1.4,179.9,167.6,Good,Bad,52.3,3,
463,Bicep_curls,34.6,1.6,179.4,166.0,Good,Bad,53.5,3,
464,Bicep_curls,34.4,1.8,179.3,165.7,Good,Bad,54.1,3,
465,Bicep_curls,34.1,2.1,179.3,165.4,Good,Good,55.5,3,
466,Bicep_curls,34.3,2.1,179.2,165.0,Good,Good,56.3,3,
467,Bicep_curls,34.9,2.3,179.1,165.0,Good,Good,57.9,3,
468,Bicep_curls,36.2,2.0,178.6,164.4,Good,Good,59.3,3,
469,Bicep_curls,42.9,1.8,178.1,164.4,Good,Good,60.3,3,
470,Bicep_curls,56.9,1.8,178.8,172.0,Good,Good,60.4,3,
471,Bicep_curls,75.6,2.2,177.4,175.6,Good,Good,62.7,3,
472,Bicep_curls,96.6,2.4,178.0,175.5,Good,Good,65.0,3,
473,Bicep_curls,116.7,2.7,178.7,175.3,Good,Good,65.7,3,
474,Bicep_curls,127.9,3.3,179.3,174.6,Good,Good,67.0,3,
475,Bicep_curls,140.1,3.7,179.0,175.2,Good,Good,66.9,3,
476,Bicep_curls,148.5,3.9,179.0,173.8,Good,Good,66.4,3,
477,Bicep_curls,156.7,3.4,171.1,153.5,Bad,Good,68.6,4,Knees bending — unstable base
478,Bicep_curls,160.3,3.1,168.4,149.4,Bad,Good,72.3,4,Incomplete elbow range of motion; Knees bending — unstable base
479,Bicep_curls,164.2,2.9,166.3,142.8,Bad,Good,73.7,4,Incomplete elbow range of motion; Knees bending — unstable base
480,Bicep_curls,165.6,2.4,165.4,141.7,Bad,Bad,75.2,4,Incomplete elbow range of motion; Knees bending — unstable base
481,Bicep_curls,165.5,2.3,167.0,144.4,Bad,Bad,78.3,4,Incomplete elbow range of motion; Knees bending — unstable base
482,Bicep_curls,163.2,2.2,165.2,141.0,Bad,Bad,80.9,4,Incomplete elbow range of motion; Knees bending — unstable base
483,Bicep_curls,160.5,2.1,166.4,147.6,Bad,Bad,84.2,4,Incomplete elbow range of motion; Knees bending — unstable base
484,Bicep_curls,152.8,2.1,168.9,151.9,Bad,Bad,86.0,4,Knees bending — unstable base
485,Bicep_curls,144.5,2.5,176.5,165.2,Good,Bad,87.8,4,
486,Bicep_curls,129.4,2.6,179.0,169.8,Good,Bad,85.0,4,
487,Bicep_curls,111.9,2.7,179.1,169.8,Good,Bad,81.4,4,
488,Bicep_curls,94.8,2.6,179.6,170.0,Good,Bad,81.5,4,
489,Bicep_curls,73.7,2.2,179.6,170.0,Good,Good,82.1,4,
490,Bicep_curls,61.8,1.4,179.7,168.5,Good,Good,80.8,4,
491,Bicep_curls,43.8,0.3,179.7,166.8,Good,Good,76.3,4,
492,Bicep_curls,33.1,0.9,179.8,165.6,Good,Good,74.0,4,
493,Bicep_curls,23.4,2.1,179.8,166.0,Good,Good,70.5,4,
494,Bicep_curls,22.0,2.2,178.8,164.1,Good,Good,70.6,4,
495,Bicep_curls,27.0,2.0,178.2,161.8,Good,Good,69.4,4,
496,Bicep_curls,35.2,1.8,177.8,162.5,Good,Good,64.3,4,
497,Bicep_curls,40.6,1.0,179.3,165.7,Good,Good,59.4,4,
498,Bicep_curls,69.2,1.7,176.9,176.2,Good,Good,58.9,4,
499,Bicep_curls,108.5,2.2,178.7,174.2,Good,Good,59.5,4,
500,Bicep_curls,131.5,2.9,179.8,173.9,Good,Good,62.5,4,
501,Bicep_curls,144.1,3.7,180.0,171.9,Good,Good,64.8,4,
502,Bicep_curls,156.3,3.7,170.5,154.9,Bad,Good,67.0,5,Knees bending — unstable base
503,Bicep_curls,166.3,2.7,171.3,155.9,Bad,Good,71.8,5,Incomplete elbow range of motion
504,Bicep_curls,169.2,1.6,173.2,160.1,Bad,Good,73.6,5,Incomplete elbow range of motion
505,Bicep_curls,169.8,0.5,179.2,170.1,Bad,Good,75.4,5,Incomplete elbow range of motion
506,Bicep_curls,169.1,0.1,178.8,173.9,Bad,Good,74.2,5,Incomplete elbow range of motion
507,Bicep_curls,166.6,0.4,178.9,174.1,Bad,Good,75.6,5,Incomplete elbow range of motion
508,Bicep_curls,164.1,0.0,179.5,170.4,Bad,Good,74.5,5,Incomplete elbow range of motion
509,Bicep_curls,159.4,1.7,170.9,154.7,Bad,Bad,74.3,5,Knees bending — unstable base
510,Bicep_curls,152.9,2.7,173.2,159.4,Good,Bad,71.0,5,
511,Bicep_curls,136.7,3.7,177.1,166.1,Good,Good,70.9,5,
512,Bicep_curls,115.8,4.1,178.4,169.3,Good,Good,74.5,5,
513,Bicep_curls,97.3,5.1,178.6,169.1,Good,Good,77.3,5,
514,Bicep_curls,75.6,6.5,179.6,169.7,Good,Good,81.2,5,
515,Bicep_curls,51.1,7.8,178.9,162.3,Good,Good,82.3,5,
516,Bicep_curls,38.2,12.4,179.0,165.4,Good,Good,82.8,5,
517,Bicep_curls,34.5,24.6,177.9,172.5,Good,Good,80.0,5,
518,Bicep_curls,40.9,48.1,178.9,152.8,Bad,Good,82.6,5,Upper arm swinging — using momentum; Knees bending — unstable base
519,Bicep_curls,50.3,76.4,179.9,155.1,Bad,Good,83.2,5,Upper arm swinging — using momentum
520,Bicep_curls,59.7,101.8,178.6,159.6,Bad,Good,83.4,5,Upper arm swinging — using momentum
521,Bicep_curls,66.2,116.9,178.2,166.6,Bad,Bad,83.2,5,Upper arm swinging — using momentum
522,Bicep_curls,60.6,127.5,178.0,167.7,Bad,Bad,82.1,5,Upper arm swinging — using momentum
523,Bicep_curls,57.5,129.7,179.1,164.4,Bad,Bad,83.9,5,Upper arm swinging — using momentum
524,Bicep_curls,61.2,125.0,179.3,166.3,Bad,Bad,86.2,5,Upper arm swinging — using momentum
525,Bicep_curls,65.5,123.6,179.6,162.4,Bad,Bad,90.9,5,Upper arm swinging — using momentum
526,Bicep_curls,61.3,121.7,178.9,167.9,Bad,Bad,92.3,5,Upper arm swinging — using momentum
527,Bicep_curls,59.9,118.9,177.5,171.8,Bad,Bad,90.4,5,Upper arm swinging — using momentum
528,Bicep_curls,58.0,117.8,177.9,170.5,Bad,Bad,89.2,5,Upper arm swinging — using momentum
529,Bicep_curls,57.4,115.2,177.8,172.4,Bad,Bad,85.8,5,Upper arm swinging — using momentum
530,Bicep_curls,61.2,116.7,178.2,171.8,Bad,Bad,84.0,5,Upper arm swinging — using momentum
531,Bicep_curls,64.4,115.4,176.8,174.9,Bad,Bad,80.1,5,Upper arm swinging — using momentum
532,Bicep_curls,64.1,113.6,177.0,174.6,Bad,Bad,76.0,5,Upper arm swinging — using momentum
533,Bicep_curls,63.8,108.8,177.1,174.4,Bad,Bad,72.2,5,Upper arm swinging — using momentum
534,Bicep_curls,61.4,97.7,177.5,171.8,Bad,Bad,71.4,5,Upper arm swinging — using momentum
535,Bicep_curls,48.4,70.6,178.5,171.0,Bad,Bad,70.2,5,Upper arm swinging — using momentum
536,Bicep_curls,35.7,49.2,177.2,175.9,Bad,Bad,69.7,5,Upper arm swinging — using momentum
537,Bicep_curls,29.1,34.5,177.6,175.1,Good,Bad,68.3,5,
538,Bicep_curls,27.5,26.5,176.8,178.2,Good,Bad,67.9,5,
539,Bicep_curls,27.4,20.3,175.8,176.8,Good,Bad,66.6,5,
540,Bicep_curls,26.3,14.9,177.1,178.9,Good,Bad,67.4,5,
541,Bicep_curls,25.6,9.6,177.4,176.3,Good,Bad,69.3,5,
542,Bicep_curls,28.2,4.4,178.3,171.6,Good,Bad,66.2,5,
543,Bicep_curls,32.3,0.3,179.6,161.4,Good,Bad,64.7,5,
544,Bicep_curls,37.0,3.0,178.9,156.3,Good,Bad,65.7,5,
545,Bicep_curls,38.8,3.6,178.0,160.4,Good,Bad,65.6,5,
547,Bicep_curls,33.5,0.9,179.0,169.6,Good,Bad,63.2,5,
548,Bicep_curls,25.2,9.8,179.5,173.2,Good,Bad,65.3,5,
549,Bicep_curls,23.9,19.9,178.8,172.1,Good,Bad,64.1,5,
550,Bicep_curls,25.0,30.5,178.0,170.9,Good,Bad,62.9,5,
551,Bicep_curls,28.5,39.3,178.6,171.6,Good,Bad,63.0,5,
552,Bicep_curls,28.7,40.2,178.3,170.6,Bad,Bad,62.7,5,Upper arm swinging — using momentum
553,Bicep_curls,26.7,36.8,177.4,167.3,Good,Bad,60.7,5,
554,Bicep_curls,27.3,33.9,176.9,162.1,Good,Bad,62.8,5,
555,Bicep_curls,27.6,30.7,178.2,164.0,Good,Bad,65.4,5,
556,Bicep_curls,27.6,30.4,179.5,167.1,Good,Bad,66.1,5,
557,Bicep_curls,28.3,31.0,179.9,166.3,Good,Bad,67.6,5,
558,Bicep_curls,30.6,36.0,178.7,165.3,Good,Bad,68.0,5,
559,Bicep_curls,31.9,40.0,177.6,169.3,Good,Bad,68.4,5,
560,Bicep_curls,32.8,44.0,178.1,168.4,Bad,Bad,69.1,5,Upper arm swinging — using momentum
561,Bicep_curls,33.1,45.7,178.4,168.4,Bad,Bad,67.6,5,Upper arm swinging — using momentum
562,Bicep_curls,32.9,44.3,177.7,169.7,Bad,Bad,65.7,5,Upper arm swinging — using momentum
563,Bicep_curls,31.8,41.6,177.9,169.6,Bad,Bad,63.3,5,Upper arm swinging — using momentum
564,Bicep_curls,28.7,33.9,178.0,172.5,Good,Bad,61.4,5,
565,Bicep_curls,25.4,24.0,177.6,175.9,Good,Bad,60.9,5,
566,Bicep_curls,22.5,12.5,177.1,172.1,Good,Bad,60.1,5,
567,Bicep_curls,31.1,4.5,179.5,160.2,Good,Bad,59.8,5,
568,Bicep_curls,44.8,4.9,179.1,159.8,Good,Bad,58.7,5,
569,Bicep_curls,75.2,8.0,178.2,160.7,Good,Bad,61.8,5,
570,Bicep_curls,108.7,6.0,177.3,160.4,Good,Bad,63.6,5,
571,Bicep_curls,131.9,4.5,178.6,165.5,Good,Good,68.4,5,
572,Bicep_curls,142.5,3.6,178.6,167.0,Good,Good,69.9,5,
573,Bicep_curls,151.2,3.0,178.0,168.4,Good,Good,68.2,5,
574,Bicep_curls,155.5,3.3,175.1,166.3,Good,Good,66.9,6,
575,Bicep_curls,158.0,3.6,173.9,165.2,Good,Good,66.8,6,
576,Bicep_curls,162.2,3.9,172.6,163.4,Bad,Good,67.3,6,Incomplete elbow range of motion
577,Bicep_curls,162.3,4.9,177.7,175.1,Bad,Good,68.1,6,Incomplete elbow range of motion
578,Bicep_curls,159.3,8.0,179.3,177.4,Good,Good,71.1,6,
579,Bicep_curls,156.0,10.5,177.1,178.7,Good,Bad,69.3,6,
580,Bicep_curls,154.0,12.9,177.6,172.0,Good,Bad,70.3,6,
581,Bicep_curls,155.9,14.1,177.7,166.2,Good,Bad,70.9,6,
582,Bicep_curls,159.4,13.9,177.3,172.1,Good,Bad,73.3,6,
583,Bicep_curls,163.6,13.4,175.6,176.9,Bad,Bad,73.6,6,Incomplete elbow range of motion
584,Bicep_curls,165.2,13.9,174.9,177.1,Bad,Bad,73.2,6,Incomplete elbow range of motion
585,Bicep_curls,166.9,14.4,174.9,177.5,Bad,Bad,68.4,6,Incomplete elbow range of motion
586,Bicep_curls,169.0,14.9,174.5,177.9,Bad,Bad,63.5,6,Incomplete elbow range of motion
587,Bicep_curls,171.3,14.5,174.1,179.9,Bad,Bad,60.4,6,Incomplete elbow range of motion
588,Bicep_curls,173.3,14.3,174.1,178.4,Bad,Bad,57.0,6,Incomplete elbow range of motion
589,Bicep_curls,174.0,14.2,173.6,176.8,Bad,Bad,56.7,6,Incomplete elbow range of motion
590,Bicep_curls,174.7,14.0,173.9,177.2,Bad,Bad,54.5,6,Incomplete elbow range of motion
