Frame,Exercise,Elbow_Angle,Shoulder_Angle,Hip_Angle,Knee_Angle,Trunk_Inclination,Rep_Tracking_Angle,Rep_Stage,Form,ML_Prediction,Confidence_Pct,Reps,Issues,Form_Score,ROM_Score,Stability_Score,Symmetry_Score,Tempo_Score,Posture_Score,Stability,Symmetry,Smoothness
1,Pushups,,,,,,177.8,up,Good,Good,50.0,0,,96.7,100.0,100.0,100.0,100.0,66.7,100.0,100.0,100.0
2,Pushups,,,,,,177.4,up,Good,Good,50.0,0,,96.7,100.0,100.0,100.0,100.0,66.7,100.0,100.0,100.0
3,Pushups,,,,,,177.4,up,Good,Good,50.0,0,,96.7,100.0,100.0,100.0,100.0,66.7,100.0,100.0,100.0
4,Pushups,,,,,,176.5,up,Good,Good,50.0,0,,96.7,100.0,100.0,100.0,100.0,66.7,100.0,100.0,100.0
5,Pushups,,,,,,176.4,up,Good,Good,50.0,0,,96.7,100.0,100.0,100.0,100.0,66.7,100.0,100.0,100.0
6,Pushups,,,,,,175.9,up,Good,Good,50.0,0,,96.7,100.0,100.0,100.0,100.0,66.7,100.0,100.0,100.0
7,Pushups,,,,,,175.9,up,Good,Good,50.0,0,,96.7,100.0,100.0,100.0,100.0,66.7,100.0,100.0,100.0
8,Pushups,,,,,,175.9,up,Good,Good,50.0,0,,96.7,100.0,100.0,100.0,100.0,66.7,100.0,100.0,100.0
9,Pushups,,,,,,176.2,up,Good,Good,50.0,0,,96.7,100.0,100.0,100.0,100.0,66.7,100.0,100.0,100.0
10,Pushups,,,,,,175.8,up,Good,Good,50.0,0,,96.7,100.0,100.0,100.0,100.0,66.7,100.0,100.0,100.0
11,Pushups,,,,,,175.2,up,Good,Good,50.0,0,,96.7,100.0,100.0,100.0,100.0,66.7,100.0,100.0,100.0
12,Pushups,,,,,,173.9,up,Good,Good,50.0,0,,96.7,100.0,100.0,100.0,100.0,66.7,100.0,100.0,100.0
13,Pushups,,,,,,172.4,up,Good,Good,50.0,0,,96.7,100.0,100.0,100.0,100.0,66.7,100.0,100.0,100.0
14,Pushups,,,,,,171.4,up,Good,Good,50.0,0,,96.7,100.0,100.0,100.0,100.0,66.7,100.0,100.0,100.0
15,Pushups,,,,,,170.4,up,Good,Good,50.0,0,,96.7,100.0,100.0,100.0,100.0,66.7,100.0,100.0,100.0
16,Pushups,,,,,,170.1,up,Good,Good,50.0,0,,96.7,100.0,100.0,100.0,100.0,66.7,100.0,100.0,100.0
17,Pushups,,,,,,170.7,up,Good,Good,50.0,0,,96.7,100.0,100.0,100.0,100.0,66.7,100.0,100.0,100.0
18,Pushups,,,,,,170.9,up,Good,Good,50.0,0,,96.7,100.0,100.0,100.0,100.0,66.7,100.0,100.0,100.0
19,Pushups,,,,,,170.0,up,Good,Good,50.0,0,,96.7,100.0,100.0,100.0,100.0,66.7,100.0,100.0,100.0
20,Pushups,,,,,,168.5,up,Good,Good,50.0,0,,96.7,100.0,100.0,100.0,100.0,66.7,100.0,100.0,100.0
21,Pushups,158.01,15.88,177.47,102.11,,164.0,up,Bad,Good,97.3,0,Shoulders flaring or collapsing; Knees bent — not in full plank; Insufficient depth — chest not low enough.; Hip sag detected — maintain straight plank line.,97.0,100.0,100.0,100.0,100.0,70.3,100.0,100.0,100.0
22,Pushups,161.61,46.01,162.7,112.2,,163.9,up,Bad,Good,97.7,0,Knees bent — not in full plank; Insufficient depth — chest not low enough.; Hip sag detected — maintain straight plank line.,71.7,11.8,100.0,100.0,100.0,81.3,100.0,100.0,100.0
23,Pushups,147.8,54.01,161.71,119.31,,165.0,up,Bad,Good,98.2,0,Knees bent — not in full plank; Insufficient depth — chest not low enough.; Hip sag detected — maintain straight plank line.,47.3,13.8,0.0,100.0,100.0,81.3,0.0,100.0,100.0
24,Pushups,147.14,63.75,171.14,152.4,,164.5,up,Bad,Good,98.5,0,Knees bent — not in full plank; Insufficient depth — chest not low enough.; Hip sag detected — maintain straight plank line.,55.2,40.2,0.0,100.0,100.0,81.3,0.0,100.0,0.0
25,Pushups,165.37,62.89,171.29,157.07,,164.9,up,Bad,Good,98.6,0,Insufficient depth — chest not low enough.; Hip sag detected — maintain straight plank line.,57.4,44.0,0.0,100.0,100.0,92.3,0.0,100.0,0.0
26,Pushups,174.34,61.17,170.22,170.05,,168.0,up,Bad,Good,98.8,0,Insufficient depth — chest not low enough.; Hip sag detected — maintain straight plank line.,60.5,54.4,0.0,100.0,100.0,92.3,0.0,100.0,0.0
27,Pushups,175.16,60.02,161.77,164.55,,166.9,up,Bad,Good,98.9,0,Elbow not reaching 90 or not extending; Insufficient depth — chest not low enough.; Hip sag detected — maintain straight plank line.,59.5,54.4,0.0,100.0,100.0,81.3,0.0,100.0,0.0
28,Pushups,159.97,17.25,104.21,83.83,,163.7,up,Bad,Good,98.4,0,Shoulders flaring or collapsing; Hips sagging or piking; Knees bent — not in full plank; Insufficient depth — chest not low enough.; Hip sag detected — maintain straight plank line.,61.6,69.0,0.0,100.0,100.0,59.3,0.0,100.0,0.0
29,Pushups,141.91,7.84,114.85,88.94,,161.0,up,Bad,Good,98.2,0,Shoulders flaring or collapsing; Hips sagging or piking; Knees bent — not in full plank; Insufficient depth — chest not low enough.; Hip sag detected — maintain straight plank line.,61.6,69.0,0.0,100.0,100.0,59.3,0.0,100.0,0.0
30,Pushups,136.81,14.69,103.76,75.51,,154.4,up,Bad,Good,97.8,0,Shoulders flaring or collapsing; Hips sagging or piking; Knees bent — not in full plank; Insufficient depth — chest not low enough.; Hip sag detected — maintain straight plank line.,63.6,75.6,0.0,100.0,100.0,59.3,0.0,100.0,0.0
31,Pushups,173.57,19.06,130.71,106.42,,155.3,up,Bad,Good,97.8,0,Shoulders flaring or collapsing; Hips sagging or piking; Knees bent — not in full plank; Insufficient depth — chest not low enough.; Hip sag detected — maintain straight plank line.,63.6,75.6,0.0,100.0,100.0,59.3,0.0,100.0,0.0
32,Pushups,176.55,18.37,149.01,141.93,,156.0,up,Bad,Good,97.7,0,Elbow not reaching 90 or not extending; Shoulders flaring or collapsing; Hips sagging or piking; Knees bent — not in full plank; Insufficient depth — chest not low enough.; Hip sag detected — maintain straight plank line.,62.5,75.6,0.0,100.0,100.0,48.3,0.0,100.0,0.0
35,Pushups,165.61,1.57,177.79,164.33,,158.5,up,Bad,Good,96.0,0,Shoulders flaring or collapsing; Insufficient depth — chest not low enough.; Hip sag detected — maintain straight plank line.,65.8,75.6,0.0,100.0,100.0,81.3,0.0,100.0,0.0
42,Pushups,121.12,127.17,146.19,135.89,,153.6,up,Bad,Good,95.5,0,Shoulders flaring or collapsing; Hips sagging or piking; Knees bent — not in full plank; Elbow flare — keep elbows closer to torso.; Insufficient depth — chest not low enough.; Hip sag detected — maintain straight plank line.,63.3,75.6,0.0,100.0,100.0,56.7,0.0,100.0,0.0
43,Pushups,97.19,99.05,136.23,140.46,,144.3,down,Bad,Good,95.3,1,Shoulders flaring or collapsing; Hips sagging or piking; Knees bent — not in full plank; Elbow flare — keep elbows closer to torso.; Hip sag detected — maintain straight plank line.,63.6,75.6,0.0,100.0,100.0,59.3,0.0,100.0,0.0
44,Pushups,116.47,110.95,122.75,125.83,,132.8,down,Bad,Good,95.8,1,Shoulders flaring or collapsing; Hips sagging or piking; Knees bent — not in full plank; Elbow flare — keep elbows closer to torso.; Hip sag detected — maintain straight plank line.,63.6,75.6,0.0,100.0,100.0,59.3,0.0,100.0,0.0
54,Pushups,49.88,10.91,172.96,154.12,,103.4,down,Bad,Good,96.2,1,Elbow not reaching 90 or not extending; Shoulders flaring or collapsing; Knees bent — not in full plank; Hip sag detected — maintain straight plank line.,71.2,100.0,0.0,100.0,100.0,62.0,0.0,100.0,0.0
75,Pushups,,,,,,80.7,down,Good,Good,50.0,1,,96.7,100.0,100.0,100.0,100.0,66.7,0.0,100.0,0.0
117,Pushups,137.02,75.88,41.15,166.68,,86.1,down,Bad,Good,96.5,1,Hips sagging or piking; Insufficient depth — chest not low enough.; Hip sag detected — maintain straight plank line.,73.1,100.0,0.0,100.0,100.0,81.3,0.0,100.0,0.0
119,Pushups,125.86,20.43,164.39,174.73,,81.8,down,Bad,Good,96.6,1,Shoulders flaring or collapsing; Insufficient depth — chest not low enough.; Hip sag detected — maintain straight plank line.,73.1,100.0,0.0,100.0,100.0,81.3,0.0,100.0,0.0
174,Pushups,179.73,165.86,28.51,177.51,,93.6,up,Bad,Good,94.2,1,Elbow not reaching 90 or not extending; Shoulders flaring or collapsing; Hips sagging or piking; Elbow flare — keep elbows closer to torso.; Insufficient depth — chest not low enough.; Hip sag detected — maintain straight plank line.,70.7,100.0,0.0,100.0,100.0,56.7,0.0,100.0,0.0
176,Pushups,161.64,179.13,6.72,3.2,,116.2,up,Bad,Good,90.2,1,Shoulders flaring or collapsing; Hips sagging or piking; Knees bent — not in full plank; Elbow flare — keep elbows closer to torso.; Insufficient depth — chest not low enough.; Hip sag detected — maintain straight plank line.,70.7,100.0,0.0,100.0,100.0,56.7,0.0,100.0,0.0
177,Pushups,144.95,143.44,5.5,83.52,,117.0,down,Bad,Good,84.8,2,Shoulders flaring or collapsing; Hips sagging or piking; Knees bent — not in full plank; Elbow flare — keep elbows closer to torso.; Insufficient depth — chest not low enough.; Hip sag detected — maintain straight plank line.,70.7,100.0,0.0,100.0,100.0,56.7,0.0,100.0,0.0
178,Pushups,155.83,133.27,21.46,168.84,,113.7,down,Bad,Good,80.5,2,Shoulders flaring or collapsing; Hips sagging or piking; Elbow flare — keep elbows closer to torso.; Insufficient depth — chest not low enough.; Hip sag detected — maintain straight plank line.,71.8,100.0,0.0,100.0,100.0,67.7,0.0,100.0,0.0
179,Pushups,145.92,121.28,16.92,6.43,,128.7,down,Bad,Good,74.9,2,Shoulders flaring or collapsing; Hips sagging or piking; Knees bent — not in full plank; Elbow flare — keep elbows closer to torso.; Insufficient depth — chest not low enough.; Hip sag detected — maintain straight plank line.,70.7,100.0,0.0,100.0,100.0,56.7,0.0,100.0,0.0
180,Pushups,138.03,127.94,46.46,34.85,,120.0,down,Bad,Good,74.5,2,Shoulders flaring or collapsing; Hips sagging or piking; Knees bent — not in full plank; Elbow flare — keep elbows closer to torso.; Insufficient depth — chest not low enough.; Hip sag detected — maintain straight plank line.,70.7,100.0,0.0,100.0,100.0,56.7,0.0,100.0,0.0
181,Pushups,166.18,142.43,173.21,167.16,,124.2,up,Bad,Good,74.3,2,Shoulders flaring or collapsing; Elbow flare — keep elbows closer to torso.; Insufficient depth — chest not low enough.; Hip sag detected — maintain straight plank line.,72.9,100.0,0.0,100.0,100.0,78.7,0.0,100.0,0.0
216,Pushups,154.85,22.83,140.39,83.68,,147.2,up,Bad,Good,73.6,2,Shoulders flaring or collapsing; Hips sagging or piking; Knees bent — not in full plank; Insufficient depth — chest not low enough.; Hip sag detected — maintain straight plank line.,70.9,100.0,0.0,100.0,100.0,59.3,0.0,100.0,0.0
264,Pushups,164.33,17.31,17.22,30.17,,153.7,up,Bad,Good,70.7,2,Shoulders flaring or collapsing; Hips sagging or piking; Knees bent — not in full plank; Insufficient depth — chest not low enough.; Hip sag detected — maintain straight plank line.,70.9,100.0,0.0,100.0,100.0,59.3,0.0,100.0,0.0
265,Pushups,,,,,,155.5,up,Good,Good,50.0,2,,96.7,100.0,100.0,100.0,100.0,66.7,0.0,100.0,0.0
266,Pushups,,,,,,160.4,up,Good,Good,50.0,2,,96.7,100.0,100.0,100.0,100.0,66.7,0.0,100.0,0.0
267,Pushups,,,,,,143.0,down,Good,Good,50.0,3,,96.7,100.0,100.0,100.0,100.0,66.7,0.0,100.0,0.0
268,Pushups,,,,,,114.5,down,Good,Good,50.0,3,,96.7,100.0,100.0,100.0,100.0,66.7,0.0,100.0,0.0
269,Pushups,,,,,,86.4,down,Good,Good,50.0,3,,96.7,100.0,100.0,100.0,100.0,66.7,0.0,100.0,0.0
270,Pushups,,,,,,86.4,down,Good,Good,50.0,3,,96.7,100.0,100.0,100.0,100.0,66.7,0.0,100.0,0.0
271,Pushups,,,,,,86.4,down,Good,Good,50.0,3,,96.7,100.0,100.0,100.0,100.0,66.7,0.0,100.0,0.0
291,Pushups,,,,,,93.2,up,Good,Good,50.0,3,,96.7,100.0,100.0,100.0,100.0,66.7,0.0,100.0,0.0
292,Pushups,,,,,,91.3,up,Good,Good,50.0,3,,96.7,100.0,100.0,100.0,100.0,66.7,0.0,100.0,0.0
351,Pushups,,,,,,111.8,up,Good,Good,50.0,3,,96.7,100.0,100.0,100.0,100.0,66.7,0.0,100.0,0.0
362,Pushups,,,,,,139.6,up,Good,Good,50.0,3,,96.7,100.0,100.0,100.0,100.0,66.7,0.0,100.0,0.0
404,Pushups,,,,,,147.4,down,Good,Good,50.0,4,,96.7,100.0,100.0,100.0,100.0,66.7,0.0,100.0,0.0
405,Pushups,98.3,21.43,163.24,172.53,,122.9,down,Bad,Good,76.4,4,Shoulders flaring or collapsing; Hip sag detected — maintain straight plank line.,73.4,100.0,0.0,100.0,100.0,84.0,0.0,100.0,0.0
411,Pushups,97.93,26.37,154.1,164.69,,105.5,down,Bad,Good,82.3,4,Hips sagging or piking; Hip sag detected — maintain straight plank line.,73.4,100.0,0.0,100.0,100.0,84.0,0.0,100.0,0.0
412,Pushups,132.3,121.6,162.83,126.49,,90.0,down,Bad,Good,86.6,4,Shoulders flaring or collapsing; Knees bent — not in full plank; Elbow flare — keep elbows closer to torso.; Insufficient depth — chest not low enough.; Hip sag detected — maintain straight plank line.,71.8,100.0,0.0,100.0,100.0,67.7,0.0,100.0,0.0
413,Pushups,127.23,122.39,149.49,106.31,,68.2,down,Bad,Good,92.0,4,Shoulders flaring or collapsing; Hips sagging or piking; Knees bent — not in full plank; Elbow flare — keep elbows closer to torso.; Insufficient depth — chest not low enough.; Hip sag detected — maintain straight plank line.,70.7,100.0,0.0,100.0,100.0,56.7,0.0,100.0,0.0
414,Pushups,95.77,123.76,134.61,146.47,,68.2,down,Bad,Good,92.4,4,Shoulders flaring or collapsing; Hips sagging or piking; Knees bent — not in full plank; Elbow flare — keep elbows closer to torso.; Hip sag detected — maintain straight plank line.,70.9,100.0,0.0,100.0,100.0,59.3,0.0,100.0,0.0
418,Pushups,82.32,125.13,138.06,124.47,,67.4,down,Bad,Good,92.4,4,Shoulders flaring or collapsing; Hips sagging or piking; Knees bent — not in full plank; Elbow flare — keep elbows closer to torso.; Hip sag detected — maintain straight plank line.,70.9,100.0,0.0,100.0,100.0,59.3,0.0,100.0,0.0
419,Pushups,122.04,124.92,135.55,149.68,,76.6,down,Bad,Good,92.6,4,Shoulders flaring or collapsing; Hips sagging or piking; Knees bent — not in full plank; Elbow flare — keep elbows closer to torso.; Insufficient depth — chest not low enough.; Hip sag detected — maintain straight plank line.,70.7,100.0,0.0,100.0,100.0,56.7,0.0,100.0,0.0
420,Pushups,108.54,124.46,138.39,153.05,,70.9,down,Bad,Good,97.9,4,Shoulders flaring or collapsing; Hips sagging or piking; Knees bent — not in full plank; Elbow flare — keep elbows closer to torso.; Hip sag detected — maintain straight plank line.,70.9,100.0,0.0,100.0,100.0,59.3,0.0,100.0,0.0
421,Pushups,115.04,123.99,143.18,159.75,,74.4,down,Bad,Good,97.4,4,Shoulders flaring or collapsing; Hips sagging or piking; Elbow flare — keep elbows closer to torso.; Hip sag detected — maintain straight plank line.,72.0,100.0,0.0,100.0,100.0,70.3,0.0,100.0,0.0
422,Pushups,100.7,123.56,135.35,104.27,,72.0,down,Bad,Good,97.1,4,Shoulders flaring or collapsing; Hips sagging or piking; Knees bent — not in full plank; Elbow flare — keep elbows closer to torso.; Hip sag detected — maintain straight plank line.,70.9,100.0,0.0,100.0,100.0,59.3,0.0,100.0,0.0
425,Pushups,85.62,127.17,138.4,139.31,,72.5,down,Bad,Good,96.5,4,Shoulders flaring or collapsing; Hips sagging or piking; Knees bent — not in full plank; Elbow flare — keep elbows closer to torso.; Hip sag detected — maintain straight plank line.,70.9,100.0,0.0,100.0,100.0,59.3,0.0,100.0,0.0
426,Pushups,77.64,128.16,138.23,143.32,,61.9,down,Bad,Good,95.8,4,Shoulders flaring or collapsing; Hips sagging or piking; Knees bent — not in full plank; Elbow flare — keep elbows closer to torso.; Hip sag detected — maintain straight plank line.,70.9,100.0,0.0,100.0,100.0,59.3,0.0,100.0,0.0
427,Pushups,76.65,128.18,139.0,147.04,,56.2,down,Bad,Good,94.9,4,Shoulders flaring or collapsing; Hips sagging or piking; Knees bent — not in full plank; Elbow flare — keep elbows closer to torso.; Hip sag detected — maintain straight plank line.,70.9,100.0,0.0,100.0,100.0,59.3,0.0,100.0,0.0
428,Pushups,94.46,127.8,137.67,155.47,,50.3,down,Bad,Good,95.0,4,Shoulders flaring or collapsing; Hips sagging or piking; Elbow flare — keep elbows closer to torso.; Hip sag detected — maintain straight plank line.,72.0,100.0,0.0,100.0,100.0,70.3,0.0,100.0,0.0
429,Pushups,90.68,126.93,135.89,153.4,,50.9,down,Bad,Good,94.9,4,Shoulders flaring or collapsing; Hips sagging or piking; Knees bent — not in full plank; Elbow flare — keep elbows closer to torso.; Hip sag detected — maintain straight plank line.,70.9,100.0,0.0,100.0,100.0,59.3,0.0,100.0,0.0
430,Pushups,109.15,127.5,135.08,157.3,,57.1,down,Bad,Good,94.8,4,Shoulders flaring or collapsing; Hips sagging or piking; Elbow flare — keep elbows closer to torso.; Hip sag detected — maintain straight plank line.,72.0,100.0,0.0,100.0,100.0,70.3,0.0,100.0,0.0
431,Pushups,119.52,126.29,129.96,125.39,,70.6,down,Bad,Good,94.8,4,Shoulders flaring or collapsing; Hips sagging or piking; Knees bent — not in full plank; Elbow flare — keep elbows closer to torso.; Hip sag detected — maintain straight plank line.,70.9,100.0,0.0,100.0,100.0,59.3,0.0,100.0,0.0
432,Pushups,131.79,126.8,144.98,152.1,,89.6,down,Bad,Good,94.7,4,Shoulders flaring or collapsing; Hips sagging or piking; Knees bent — not in full plank; Elbow flare — keep elbows closer to torso.; Insufficient depth — chest not low enough.; Hip sag detected — maintain straight plank line.,70.7,100.0,0.0,100.0,100.0,56.7,0.0,100.0,0.0
433,Pushups,120.75,128.42,145.33,149.58,128.42,98.7,down,Bad,Good,95.0,4,Shoulders flaring or collapsing; Hips sagging or piking; Knees bent — not in full plank; Elbow flare — keep elbows closer to torso.; Insufficient depth — chest not low enough.; Hip sag detected — maintain straight plank line.,69.9,100.0,0.0,100.0,100.0,49.0,0.0,100.0,0.0
434,Pushups,112.67,128.43,140.85,142.33,128.43,110.7,down,Bad,Good,95.5,4,Shoulders flaring or collapsing; Hips sagging or piking; Knees bent — not in full plank; Elbow flare — keep elbows closer to torso.; Hip sag detected — maintain straight plank line.,70.2,100.0,0.0,100.0,100.0,51.7,0.0,100.0,0.0
435,Pushups,120.81,126.17,126.7,135.43,,116.9,down,Bad,Good,96.1,4,Shoulders flaring or collapsing; Hips sagging or piking; Knees bent — not in full plank; Elbow flare — keep elbows closer to torso.; Insufficient depth — chest not low enough.; Hip sag detected — maintain straight plank line.,70.7,100.0,0.0,100.0,100.0,56.7,0.0,100.0,0.0
437,Pushups,84.08,104.14,158.25,158.67,,100.6,down,Bad,Good,96.0,4,Shoulders flaring or collapsing; Elbow flare — keep elbows closer to torso.; Hip sag detected — maintain straight plank line.,73.1,100.0,0.0,100.0,100.0,81.3,0.0,100.0,0.0
442,Pushups,133.28,123.57,131.19,155.43,,99.7,down,Bad,Good,96.2,4,Shoulders flaring or collapsing; Hips sagging or piking; Elbow flare — keep elbows closer to torso.; Insufficient depth — chest not low enough.; Hip sag detected — maintain straight plank line.,71.8,100.0,0.0,100.0,100.0,67.7,0.0,100.0,0.0
443,Pushups,159.99,125.42,139.6,146.59,,101.2,down,Bad,Good,96.0,4,Shoulders flaring or collapsing; Hips sagging or piking; Knees bent — not in full plank; Elbow flare — keep elbows closer to torso.; Insufficient depth — chest not low enough.; Hip sag detected — maintain straight plank line.,70.7,100.0,0.0,100.0,100.0,56.7,0.0,100.0,0.0
486,Pushups,87.86,132.05,130.41,147.99,,92.3,down,Bad,Good,95.9,4,Shoulders flaring or collapsing; Hips sagging or piking; Knees bent — not in full plank; Elbow flare — keep elbows closer to torso.; Hip sag detected — maintain straight plank line.,70.9,100.0,0.0,100.0,100.0,59.3,0.0,100.0,0.0
487,Pushups,77.23,135.2,139.63,166.18,,83.0,down,Bad,Good,95.0,4,Shoulders flaring or collapsing; Hips sagging or piking; Elbow flare — keep elbows closer to torso.; Hip sag detected — maintain straight plank line.,72.0,100.0,0.0,100.0,100.0,70.3,0.0,100.0,0.0
488,Pushups,114.45,131.13,126.26,159.34,,95.1,down,Bad,Good,94.7,4,Shoulders flaring or collapsing; Hips sagging or piking; Elbow flare — keep elbows closer to torso.; Hip sag detected — maintain straight plank line.,72.0,100.0,0.0,100.0,100.0,70.3,0.0,100.0,0.0
489,Pushups,97.11,132.14,115.01,114.2,,85.2,down,Bad,Good,94.5,4,Shoulders flaring or collapsing; Hips sagging or piking; Knees bent — not in full plank; Elbow flare — keep elbows closer to torso.; Hip sag detected — maintain straight plank line.,70.9,100.0,0.0,100.0,100.0,59.3,0.0,100.0,0.0
490,Pushups,93.45,134.97,136.92,102.79,,77.3,down,Bad,Good,94.0,4,Shoulders flaring or collapsing; Hips sagging or piking; Knees bent — not in full plank; Elbow flare — keep elbows closer to torso.; Hip sag detected — maintain straight plank line.,70.9,100.0,0.0,100.0,100.0,59.3,0.0,100.0,0.0
491,Pushups,98.77,120.84,158.8,159.77,120.84,70.4,down,Bad,Good,94.0,4,Shoulders flaring or collapsing; Elbow flare — keep elbows closer to torso.; Hip sag detected — maintain straight plank line.,72.4,100.0,0.0,100.0,100.0,73.8,0.0,100.0,0.0
492,Pushups,78.07,123.03,163.89,153.24,,60.1,down,Bad,Good,93.3,4,Shoulders flaring or collapsing; Knees bent — not in full plank; Elbow flare — keep elbows closer to torso.; Hip sag detected — maintain straight plank line.,72.0,100.0,0.0,100.0,100.0,70.3,0.0,100.0,0.0
493,Pushups,98.69,120.01,173.66,149.41,,46.2,down,Bad,Good,93.9,4,Shoulders flaring or collapsing; Knees bent — not in full plank; Elbow flare — keep elbows closer to torso.; Hip sag detected — maintain straight plank line.,72.0,100.0,0.0,100.0,100.0,70.3,0.0,100.0,0.0
494,Pushups,96.6,118.64,162.72,170.07,,43.1,down,Bad,Good,94.3,4,Shoulders flaring or collapsing; Elbow flare — keep elbows closer to torso.; Hip sag detected — maintain straight plank line.,73.1,100.0,0.0,100.0,100.0,81.3,0.0,100.0,0.0
495,Pushups,104.56,116.64,152.73,167.3,,42.0,down,Bad,Good,95.5,4,Shoulders flaring or collapsing; Hips sagging or piking; Elbow flare — keep elbows closer to torso.; Hip sag detected — maintain straight plank line.,72.0,100.0,0.0,100.0,100.0,70.3,0.0,100.0,0.0
496,Pushups,148.68,129.28,139.21,164.76,129.28,56.0,down,Bad,Good,95.4,4,Shoulders flaring or collapsing; Hips sagging or piking; Elbow flare — keep elbows closer to torso.; Insufficient depth — chest not low enough.; Hip sag detected — maintain straight plank line.,71.0,100.0,0.0,100.0,100.0,60.5,0.0,100.0,0.0
500,Pushups,173.46,145.84,32.1,158.85,145.84,87.8,up,Bad,Good,94.5,4,Shoulders flaring or collapsing; Hips sagging or piking; Elbow flare — keep elbows closer to torso.; Insufficient depth — chest not low enough.; Hip sag detected — maintain straight plank line.,71.1,100.0,0.0,100.0,100.0,61.2,0.0,100.0,0.0
501,Pushups,158.35,123.37,51.42,153.8,123.37,117.2,up,Bad,Good,94.6,4,Shoulders flaring or collapsing; Hips sagging or piking; Knees bent — not in full plank; Elbow flare — keep elbows closer to torso.; Insufficient depth — chest not low enough.; Hip sag detected — maintain straight plank line.,70.0,100.0,0.0,100.0,100.0,50.0,0.0,100.0,0.0
502,Pushups,158.48,126.45,46.31,148.32,126.45,139.1,up,Bad,Good,94.1,4,Shoulders flaring or collapsing; Hips sagging or piking; Knees bent — not in full plank; Elbow flare — keep elbows closer to torso.; Insufficient depth — chest not low enough.; Hip sag detected — maintain straight plank line.,70.0,100.0,0.0,100.0,100.0,50.1,0.0,100.0,0.0
503,Pushups,178.35,127.4,48.02,154.37,127.4,162.2,up,Bad,Good,93.6,4,Elbow not reaching 90 or not extending; Shoulders flaring or collapsing; Hips sagging or piking; Knees bent — not in full plank; Elbow flare — keep elbows closer to torso.; Insufficient depth — chest not low enough.; Hip sag detected — maintain straight plank line.,68.9,100.0,0.0,100.0,100.0,39.1,0.0,100.0,0.0
504,Pushups,142.6,128.32,47.7,162.22,128.32,171.6,up,Bad,Good,92.7,4,Shoulders flaring or collapsing; Hips sagging or piking; Elbow flare — keep elbows closer to torso.; Insufficient depth — chest not low enough.; Hip sag detected — maintain straight plank line.,71.1,100.0,0.0,100.0,100.0,61.1,0.0,100.0,0.0
505,Pushups,143.94,122.2,54.87,163.52,122.2,171.2,up,Bad,Good,92.0,4,Shoulders flaring or collapsing; Hips sagging or piking; Elbow flare — keep elbows closer to torso.; Insufficient depth — chest not low enough.; Hip sag detected — maintain straight plank line.,71.1,100.0,0.0,100.0,100.0,60.8,0.0,100.0,0.0
506,Pushups,149.68,124.34,41.84,161.84,124.34,171.4,up,Bad,Good,91.1,4,Shoulders flaring or collapsing; Hips sagging or piking; Elbow flare — keep elbows closer to torso.; Insufficient depth — chest not low enough.; Hip sag detected — maintain straight plank line.,71.1,100.0,0.0,100.0,100.0,60.9,0.0,100.0,0.0
507,Pushups,152.62,127.52,38.97,153.82,127.52,171.8,up,Bad,Good,91.1,4,Shoulders flaring or collapsing; Hips sagging or piking; Knees bent — not in full plank; Elbow flare — keep elbows closer to torso.; Insufficient depth — chest not low enough.; Hip sag detected — maintain straight plank line.,70.0,100.0,0.0,100.0,100.0,50.0,0.0,100.0,0.0
508,Pushups,123.7,112.47,67.21,150.21,112.47,167.5,up,Bad,Good,92.2,4,Shoulders flaring or collapsing; Hips sagging or piking; Knees bent — not in full plank; Elbow flare — keep elbows closer to torso.; Insufficient depth — chest not low enough.; Hip sag detected — maintain straight plank line.,70.0,100.0,0.0,100.0,100.0,50.0,0.0,100.0,0.0
509,Pushups,136.47,111.84,68.35,153.22,111.84,169.5,up,Bad,Good,92.6,4,Shoulders flaring or collapsing; Hips sagging or piking; Knees bent — not in full plank; Elbow flare — keep elbows closer to torso.; Insufficient depth — chest not low enough.; Hip sag detected — maintain straight plank line.,70.0,100.0,0.0,100.0,100.0,50.2,0.0,100.0,0.0
510,Pushups,159.84,117.35,68.85,153.34,117.35,166.7,up,Bad,Good,93.0,4,Shoulders flaring or collapsing; Hips sagging or piking; Knees bent — not in full plank; Elbow flare — keep elbows closer to torso.; Insufficient depth — chest not low enough.; Hip sag detected — maintain straight plank line.,70.0,100.0,0.0,100.0,100.0,50.4,0.0,100.0,0.0
511,Pushups,160.89,119.54,63.07,154.65,119.54,166.3,up,Bad,Good,93.7,4,Shoulders flaring or collapsing; Hips sagging or piking; Knees bent — not in full plank; Elbow flare — keep elbows closer to torso.; Insufficient depth — chest not low enough.; Hip sag detected — maintain straight plank line.,70.0,100.0,0.0,100.0,100.0,50.4,0.0,100.0,0.0
512,Pushups,161.1,138.91,38.64,143.03,138.91,166.3,up,Bad,Good,93.5,4,Shoulders flaring or collapsing; Hips sagging or piking; Knees bent — not in full plank; Elbow flare — keep elbows closer to torso.; Insufficient depth — chest not low enough.; Hip sag detected — maintain straight plank line.,70.0,100.0,0.0,100.0,100.0,49.8,0.0,100.0,0.0
513,Pushups,153.93,144.25,41.31,145.96,144.25,169.3,up,Bad,Good,93.2,4,Shoulders flaring or collapsing; Hips sagging or piking; Knees bent — not in full plank; Elbow flare — keep elbows closer to torso.; Insufficient depth — chest not low enough.; Hip sag detected — maintain straight plank line.,70.0,100.0,0.0,100.0,100.0,49.6,0.0,100.0,0.0
